en_Tienda;edad;articulo;monto;region;;;;;;;;;;;
fisica;39;8;531.4;san jose;;;;;;;;;;;
fisica;29;4;357.48;cartago;;;;;;;;;;;
fisica;49;4;1461.3;limon;;;;;;;;;;;
virtual;34;4;114.97;limon;;;;;;;;;;;
fisica;27;8;460.37;puntarenas;;;;;;;;;;;
virtual;59;4;252.34;san jose;;;;;;;;;;;
virtual;67;4;56.46;san jose;;;;;;;;;;;
fisica;43;1;299.96;cartago;;;;;;;;;;;
virtual;38;4;470.15;limon;;;;;;;;;;;
fisica;56;7;94.05;cartago;;;;;;;;;;;
virtual;63;4;278.56;san jose;;;;;;;;;;;
virtual;38;5;204.67;limon;;;;;;;;;;;
fisica;58;8;2216.5;puntarenas;;;;;;;;;;;
fisica;35;5;447.84;cartago;;;;;;;;;;;
fisica;78;3;152.75;cartago;;;;;;;;;;;
fisica;83;6;142.38;cartago;;;;;;;;;;;
virtual;54;5;926.17;puntarenas;;;;;;;;;;;
fisica;58;7;821.61;puntarenas;;;;;;;;;;;
virtual;66;3;803.94;limon;;;;;;;;;;;
virtual;35;3;120.73;limon;;;;;;;;;;;
fisica;36;1;2175.5;puntarenas;;;;;;;;;;;
virtual;48;3;273.88;puntarenas;;;;;;;;;;;
fisica;46;4;2063.5;limon;;;;;;;;;;;
virtual;20;4;1923.7;san jose;;;;;;;;;;;
fisica;70;6;212.76;cartago;;;;;;;;;;;
fisica;28;1;2832.1;puntarenas;;;;;;;;;;;
virtual;25;5;1535.6;puntarenas;;;;;;;;;;;
virtual;73;3;637.18;limon;;;;;;;;;;;
virtual;51;4;952.86;puntarenas;;;;;;;;;;;
fisica;27;8;893.75;san jose;;;;;;;;;;;
fisica;54;4;396.42;cartago;;;;;;;;;;;
virtual;63;5;930.7;limon;;;;;;;;;;;
fisica;45;2;2091.2;puntarenas;;;;;;;;;;;
virtual;59;4;439.53;limon;;;;;;;;;;;
fisica;50;7;2751.2;puntarenas;;;;;;;;;;;
fisica;49;2;414.61;cartago;;;;;;;;;;;
virtual;56;2;325.52;limon;;;;;;;;;;;
fisica;22;6;1005.6;limon;;;;;;;;;;;
fisica;54;5;364.66;cartago;;;;;;;;;;;
virtual;40;4;549.01;puntarenas;;;;;;;;;;;
fisica;60;6;472.89;limon;;;;;;;;;;;
virtual;63;3;830.2;limon;;;;;;;;;;;
virtual;36;6;424.42;puntarenas;;;;;;;;;;;
virtual;36;2;271.93;san jose;;;;;;;;;;;
virtual;28;3;680.36;puntarenas;;;;;;;;;;;
fisica;42;8;414.48;cartago;;;;;;;;;;;
fisica;19;3;2260.4;limon;;;;;;;;;;;
virtual;43;2;1339.4;san jose;;;;;;;;;;;
fisica;49;6;406.95;cartago;;;;;;;;;;;
virtual;54;4;1316;puntarenas;;;;;;;;;;;
virtual;21;4;1291.9;puntarenas;;;;;;;;;;;
fisica;74;2;487.53;cartago;;;;;;;;;;;
fisica;38;4;1805.1;limon;;;;;;;;;;;
virtual;37;4;929.15;limon;;;;;;;;;;;
virtual;44;1;1504.5;puntarenas;;;;;;;;;;;
virtual;60;5;427.72;limon;;;;;;;;;;;
virtual;36;1;1823.7;san jose;;;;;;;;;;;
fisica;43;2;394.65;cartago;;;;;;;;;;;
fisica;65;7;40.71;cartago;;;;;;;;;;;
virtual;41;7;623.08;limon;;;;;;;;;;;
fisica;36;5;777.24;puntarenas;;;;;;;;;;;
fisica;39;7;1906.8;puntarenas;;;;;;;;;;;
virtual;53;8;1564.3;san jose;;;;;;;;;;;
fisica;83;8;351.27;cartago;;;;;;;;;;;
virtual;32;3;866.62;puntarenas;;;;;;;;;;;
virtual;73;1;176.87;limon;;;;;;;;;;;
virtual;38;4;986.41;san jose;;;;;;;;;;;
fisica;20;3;2651.4;limon;;;;;;;;;;;
virtual;70;4;92.95;limon;;;;;;;;;;;
virtual;22;7;563.26;san jose;;;;;;;;;;;
virtual;42;2;623.7;san jose;;;;;;;;;;;
virtual;32;5;775.62;san jose;;;;;;;;;;;
fisica;25;4;1799.5;puntarenas;;;;;;;;;;;
virtual;62;6;917.04;san jose;;;;;;;;;;;
fisica;29;2;2795.5;puntarenas;;;;;;;;;;;
fisica;43;6;1993.8;puntarenas;;;;;;;;;;;
fisica;66;7;153.64;cartago;;;;;;;;;;;
fisica;70;1;442.5;cartago;;;;;;;;;;;
fisica;36;2;2697.7;limon;;;;;;;;;;;
fisica;57;6;181.51;cartago;;;;;;;;;;;
fisica;47;5;267.88;cartago;;;;;;;;;;;
virtual;34;3;1338.5;puntarenas;;;;;;;;;;;
virtual;22;8;700.19;san jose;;;;;;;;;;;
virtual;55;6;231.4;limon;;;;;;;;;;;
virtual;73;4;374.72;san jose;;;;;;;;;;;
fisica;76;4;319.3;cartago;;;;;;;;;;;
virtual;47;7;1870.6;san jose;;;;;;;;;;;
virtual;73;7;424.96;san jose;;;;;;;;;;;
virtual;22;4;1464;puntarenas;;;;;;;;;;;
fisica;46;4;1211;puntarenas;;;;;;;;;;;
virtual;41;2;368.03;limon;;;;;;;;;;;
virtual;25;4;371.96;san jose;;;;;;;;;;;
fisica;54;7;155.99;cartago;;;;;;;;;;;
fisica;34;2;2707.4;puntarenas;;;;;;;;;;;
fisica;54;6;448.36;cartago;;;;;;;;;;;
fisica;20;4;2163.4;limon;;;;;;;;;;;
fisica;61;5;1893;puntarenas;;;;;;;;;;;
fisica;43;2;143.3;limon;;;;;;;;;;;
fisica;70;6;551.71;san jose;;;;;;;;;;;
virtual;43;6;369.34;limon;;;;;;;;;;;
virtual;24;5;1696.6;puntarenas;;;;;;;;;;;
virtual;25;5;1399.2;puntarenas;;;;;;;;;;;
virtual;23;6;1531.7;san jose;;;;;;;;;;;
virtual;36;1;707.21;puntarenas;;;;;;;;;;;
virtual;31;2;682.66;puntarenas;;;;;;;;;;;
fisica;22;6;1277.9;limon;;;;;;;;;;;
virtual;38;7;961.8;puntarenas;;;;;;;;;;;
virtual;41;3;1146.1;puntarenas;;;;;;;;;;;
fisica;57;4;292.82;cartago;;;;;;;;;;;
virtual;24;2;956.98;puntarenas;;;;;;;;;;;
virtual;39;3;519.79;limon;;;;;;;;;;;
fisica;66;3;390.46;cartago;;;;;;;;;;;
virtual;66;4;233.2;san jose;;;;;;;;;;;
fisica;51;3;200.7;cartago;;;;;;;;;;;
fisica;34;7;1810.5;limon;;;;;;;;;;;
fisica;41;6;1220.8;limon;;;;;;;;;;;
fisica;56;2;2241.6;limon;;;;;;;;;;;
virtual;21;1;665.54;puntarenas;;;;;;;;;;;
virtual;68;2;688.92;limon;;;;;;;;;;;
fisica;84;2;326.41;cartago;;;;;;;;;;;
fisica;60;4;766.7;puntarenas;;;;;;;;;;;
virtual;26;7;767.03;limon;;;;;;;;;;;
virtual;62;3;568.34;san jose;;;;;;;;;;;
virtual;33;3;595.2;puntarenas;;;;;;;;;;;
virtual;45;3;1277.6;puntarenas;;;;;;;;;;;
fisica;76;4;425.04;cartago;;;;;;;;;;;
virtual;69;3;866.24;san jose;;;;;;;;;;;
fisica;52;5;178.01;cartago;;;;;;;;;;;
virtual;42;2;1625.6;san jose;;;;;;;;;;;
fisica;47;5;371.56;cartago;;;;;;;;;;;
fisica;47;4;1764.2;puntarenas;;;;;;;;;;;
virtual;65;2;224.21;limon;;;;;;;;;;;
virtual;46;6;834.1;puntarenas;;;;;;;;;;;
virtual;26;3;365.65;san jose;;;;;;;;;;;
fisica;37;3;443.02;puntarenas;;;;;;;;;;;
fisica;24;6;601.77;puntarenas;;;;;;;;;;;
fisica;36;3;1219.9;puntarenas;;;;;;;;;;;
virtual;37;6;987.38;limon;;;;;;;;;;;
fisica;67;7;129.37;cartago;;;;;;;;;;;
fisica;23;2;159.05;puntarenas;;;;;;;;;;;
virtual;47;3;790.42;puntarenas;;;;;;;;;;;
virtual;48;4;223.55;limon;;;;;;;;;;;
fisica;44;7;1843.4;puntarenas;;;;;;;;;;;
virtual;55;1;855.52;puntarenas;;;;;;;;;;;
virtual;27;2;1496.8;san jose;;;;;;;;;;;
virtual;25;1;658.22;limon;;;;;;;;;;;
virtual;27;6;600.92;san jose;;;;;;;;;;;
virtual;53;2;765.94;puntarenas;;;;;;;;;;;
fisica;63;1;377.57;cartago;;;;;;;;;;;
fisica;31;4;235.7;cartago;;;;;;;;;;;
fisica;28;6;2553.1;puntarenas;;;;;;;;;;;
fisica;28;2;1375.5;puntarenas;;;;;;;;;;;
virtual;49;5;1453;san jose;;;;;;;;;;;
virtual;66;7;756.35;limon;;;;;;;;;;;
fisica;63;8;157.96;cartago;;;;;;;;;;;
fisica;61;6;328.26;cartago;;;;;;;;;;;
virtual;59;6;900.66;san jose;;;;;;;;;;;
virtual;44;5;212.27;puntarenas;;;;;;;;;;;
fisica;64;7;115.39;cartago;;;;;;;;;;;
fisica;20;3;1616.5;limon;;;;;;;;;;;
virtual;52;8;1046.8;san jose;;;;;;;;;;;
virtual;62;5;992.61;san jose;;;;;;;;;;;
virtual;53;3;1107.6;puntarenas;;;;;;;;;;;
virtual;53;2;673.35;san jose;;;;;;;;;;;
fisica;71;6;497.8;cartago;;;;;;;;;;;
virtual;50;4;839.55;limon;;;;;;;;;;;
fisica;69;7;383.31;cartago;;;;;;;;;;;
fisica;25;4;1672.7;puntarenas;;;;;;;;;;;
fisica;33;6;2712.8;puntarenas;;;;;;;;;;;
virtual;55;5;172.62;puntarenas;;;;;;;;;;;
fisica;63;6;365.26;san jose;;;;;;;;;;;
virtual;55;1;1732.4;san jose;;;;;;;;;;;
virtual;22;8;827.54;san jose;;;;;;;;;;;
virtual;49;3;722.53;puntarenas;;;;;;;;;;;
fisica;77;7;248.51;cartago;;;;;;;;;;;
fisica;66;7;292.76;cartago;;;;;;;;;;;
fisica;59;3;388.51;cartago;;;;;;;;;;;
virtual;31;4;641.81;san jose;;;;;;;;;;;
fisica;53;3;1328.2;limon;;;;;;;;;;;
virtual;24;4;1598.2;puntarenas;;;;;;;;;;;
fisica;37;4;128.94;cartago;;;;;;;;;;;
fisica;61;3;339.56;cartago;;;;;;;;;;;
fisica;73;3;255.62;san jose;;;;;;;;;;;
fisica;30;5;22.12;cartago;;;;;;;;;;;
fisica;50;5;414.21;cartago;;;;;;;;;;;
virtual;29;3;769.43;san jose;;;;;;;;;;;
fisica;28;6;1008.7;puntarenas;;;;;;;;;;;
virtual;28;3;1460.8;puntarenas;;;;;;;;;;;
virtual;66;2;290.76;san jose;;;;;;;;;;;
fisica;82;5;380.26;cartago;;;;;;;;;;;
fisica;27;7;1489.5;puntarenas;;;;;;;;;;;
virtual;20;2;1803;puntarenas;;;;;;;;;;;
fisica;42;8;245.44;puntarenas;;;;;;;;;;;
fisica;57;5;2436.7;puntarenas;;;;;;;;;;;
fisica;46;1;1090.2;puntarenas;;;;;;;;;;;
virtual;23;6;684.14;san jose;;;;;;;;;;;
fisica;34;2;497.47;cartago;;;;;;;;;;;
fisica;31;5;193.06;cartago;;;;;;;;;;;
virtual;55;2;495.14;limon;;;;;;;;;;;
virtual;55;6;667.15;puntarenas;;;;;;;;;;;
fisica;48;1;681.59;san jose;;;;;;;;;;;
virtual;62;5;486.13;san jose;;;;;;;;;;;
fisica;49;2;417.42;cartago;;;;;;;;;;;
fisica;57;5;502.45;puntarenas;;;;;;;;;;;
virtual;63;6;93.92;san jose;;;;;;;;;;;
fisica;47;7;2995.1;puntarenas;;;;;;;;;;;
virtual;25;6;1448;puntarenas;;;;;;;;;;;
virtual;37;1;53.88;san jose;;;;;;;;;;;
virtual;51;6;1179.2;san jose;;;;;;;;;;;
virtual;33;5;492.75;san jose;;;;;;;;;;;
fisica;19;5;857.13;puntarenas;;;;;;;;;;;
virtual;74;4;923.9;san jose;;;;;;;;;;;
fisica;58;7;212.28;cartago;;;;;;;;;;;
fisica;43;4;838.96;limon;;;;;;;;;;;
virtual;29;1;610.04;san jose;;;;;;;;;;;
fisica;42;3;1440.6;limon;;;;;;;;;;;
fisica;49;2;1080.6;puntarenas;;;;;;;;;;;
virtual;37;4;95.39;san jose;;;;;;;;;;;
fisica;29;2;1875.2;limon;;;;;;;;;;;
virtual;44;4;401.02;puntarenas;;;;;;;;;;;
virtual;55;3;501.82;limon;;;;;;;;;;;
fisica;39;6;1762.5;limon;;;;;;;;;;;
virtual;63;5;457.98;limon;;;;;;;;;;;
fisica;33;6;418.03;san jose;;;;;;;;;;;
virtual;27;6;1536.2;puntarenas;;;;;;;;;;;
fisica;29;1;733.22;san jose;;;;;;;;;;;
virtual;43;6;1321.7;puntarenas;;;;;;;;;;;
fisica;31;1;2665.2;puntarenas;;;;;;;;;;;
virtual;48;5;558.19;limon;;;;;;;;;;;
fisica;65;5;464;cartago;;;;;;;;;;;
virtual;52;8;1995.4;puntarenas;;;;;;;;;;;
virtual;34;6;75.87;puntarenas;;;;;;;;;;;
virtual;39;7;1545.3;san jose;;;;;;;;;;;
fisica;53;2;476.11;san jose;;;;;;;;;;;
virtual;37;2;624.11;puntarenas;;;;;;;;;;;
fisica;25;4;2887.9;limon;;;;;;;;;;;
fisica;33;2;2206.4;limon;;;;;;;;;;;
virtual;22;3;263.03;puntarenas;;;;;;;;;;;
virtual;61;2;896.43;limon;;;;;;;;;;;
fisica;55;3;383.44;cartago;;;;;;;;;;;
fisica;21;7;496.09;limon;;;;;;;;;;;
virtual;56;7;162.35;limon;;;;;;;;;;;
fisica;48;4;148.09;cartago;;;;;;;;;;;
fisica;71;6;332.56;cartago;;;;;;;;;;;
fisica;71;4;480.46;cartago;;;;;;;;;;;
virtual;23;5;425.98;puntarenas;;;;;;;;;;;
fisica;31;3;188.75;puntarenas;;;;;;;;;;;
fisica;40;3;1732.8;puntarenas;;;;;;;;;;;
fisica;73;5;275.75;cartago;;;;;;;;;;;
virtual;62;1;249.24;limon;;;;;;;;;;;
fisica;60;1;1019.3;puntarenas;;;;;;;;;;;
virtual;49;3;477.83;limon;;;;;;;;;;;
fisica;84;8;351.17;cartago;;;;;;;;;;;
virtual;46;4;1450.6;san jose;;;;;;;;;;;
virtual;47;4;735.95;san jose;;;;;;;;;;;
virtual;42;7;851.35;limon;;;;;;;;;;;
fisica;42;7;2977.7;puntarenas;;;;;;;;;;;
virtual;23;6;1281.1;puntarenas;;;;;;;;;;;
virtual;35;6;608.35;limon;;;;;;;;;;;
fisica;61;4;290.35;cartago;;;;;;;;;;;
fisica;21;7;566.79;puntarenas;;;;;;;;;;;
virtual;48;1;625.72;puntarenas;;;;;;;;;;;
virtual;38;7;1410.8;san jose;;;;;;;;;;;
fisica;71;4;406.22;cartago;;;;;;;;;;;
fisica;25;2;930.11;limon;;;;;;;;;;;
virtual;31;1;908;san jose;;;;;;;;;;;
fisica;82;6;335.33;cartago;;;;;;;;;;;
fisica;32;8;213.22;cartago;;;;;;;;;;;
fisica;49;6;893.75;puntarenas;;;;;;;;;;;
virtual;48;4;389.71;san jose;;;;;;;;;;;
virtual;34;3;1411.3;puntarenas;;;;;;;;;;;
fisica;29;6;285.43;cartago;;;;;;;;;;;
fisica;57;5;1292.1;puntarenas;;;;;;;;;;;
fisica;55;2;199.26;cartago;;;;;;;;;;;
fisica;75;6;83.18;cartago;;;;;;;;;;;
fisica;81;6;444.09;cartago;;;;;;;;;;;
fisica;20;8;815.15;puntarenas;;;;;;;;;;;
virtual;46;4;579.07;san jose;;;;;;;;;;;
virtual;42;7;853.3;puntarenas;;;;;;;;;;;
fisica;26;6;2399.8;puntarenas;;;;;;;;;;;
virtual;48;2;862.25;san jose;;;;;;;;;;;
fisica;44;3;60.29;cartago;;;;;;;;;;;
virtual;52;3;1994;puntarenas;;;;;;;;;;;
fisica;64;5;451.62;cartago;;;;;;;;;;;
virtual;51;8;1650.6;puntarenas;;;;;;;;;;;
fisica;57;4;2916.5;limon;;;;;;;;;;;
fisica;81;3;50.95;cartago;;;;;;;;;;;
virtual;51;3;994.2;puntarenas;;;;;;;;;;;
virtual;50;1;177.9;puntarenas;;;;;;;;;;;
fisica;58;3;2629.5;puntarenas;;;;;;;;;;;
virtual;47;2;1890.3;puntarenas;;;;;;;;;;;
fisica;50;7;1097.7;puntarenas;;;;;;;;;;;
fisica;29;7;8.92;cartago;;;;;;;;;;;
virtual;27;6;378.63;san jose;;;;;;;;;;;
fisica;24;4;936.8;puntarenas;;;;;;;;;;;
fisica;19;8;1714.3;limon;;;;;;;;;;;
virtual;34;2;130.98;limon;;;;;;;;;;;
fisica;41;5;80.07;san jose;;;;;;;;;;;
fisica;70;4;499.65;cartago;;;;;;;;;;;
virtual;27;7;1578.9;puntarenas;;;;;;;;;;;
virtual;28;4;346.6;san jose;;;;;;;;;;;
virtual;29;5;1102;puntarenas;;;;;;;;;;;
fisica;53;6;245.39;cartago;;;;;;;;;;;
fisica;42;4;194.31;limon;;;;;;;;;;;
virtual;39;1;162.26;limon;;;;;;;;;;;
fisica;49;4;207.88;puntarenas;;;;;;;;;;;
virtual;40;6;994.47;puntarenas;;;;;;;;;;;
virtual;31;5;102.51;san jose;;;;;;;;;;;
virtual;47;3;341.71;limon;;;;;;;;;;;
fisica;70;1;251.68;cartago;;;;;;;;;;;
virtual;61;8;419.21;limon;;;;;;;;;;;
virtual;19;1;384.05;puntarenas;;;;;;;;;;;
virtual;23;7;844.5;puntarenas;;;;;;;;;;;
virtual;46;4;1056.6;san jose;;;;;;;;;;;
fisica;27;5;2285.8;limon;;;;;;;;;;;
virtual;40;6;884.71;limon;;;;;;;;;;;
virtual;47;2;199.76;san jose;;;;;;;;;;;
fisica;65;7;94.08;cartago;;;;;;;;;;;
fisica;63;5;170.69;cartago;;;;;;;;;;;
fisica;47;7;2810.9;limon;;;;;;;;;;;
fisica;81;4;97.42;cartago;;;;;;;;;;;
virtual;43;4;809.38;puntarenas;;;;;;;;;;;
fisica;41;6;484.57;cartago;;;;;;;;;;;
fisica;32;7;634.49;limon;;;;;;;;;;;
virtual;29;3;132.19;san jose;;;;;;;;;;;
fisica;51;3;436.36;puntarenas;;;;;;;;;;;
fisica;20;7;1504.8;puntarenas;;;;;;;;;;;
fisica;58;4;2785.8;puntarenas;;;;;;;;;;;
fisica;26;6;544.71;puntarenas;;;;;;;;;;;
virtual;29;2;846.43;limon;;;;;;;;;;;
fisica;53;3;274.75;cartago;;;;;;;;;;;
virtual;40;8;1326.7;san jose;;;;;;;;;;;
virtual;53;2;969.18;limon;;;;;;;;;;;
virtual;56;3;963.67;limon;;;;;;;;;;;
fisica;34;4;90.83;cartago;;;;;;;;;;;
virtual;25;7;501.39;puntarenas;;;;;;;;;;;
fisica;33;7;115;cartago;;;;;;;;;;;
fisica;61;2;66.77;cartago;;;;;;;;;;;
virtual;29;1;850.97;puntarenas;;;;;;;;;;;
fisica;20;3;1048.7;puntarenas;;;;;;;;;;;
fisica;47;4;2872.1;limon;;;;;;;;;;;
fisica;59;5;2462.3;limon;;;;;;;;;;;
fisica;63;1;278.84;cartago;;;;;;;;;;;
virtual;55;4;284.15;limon;;;;;;;;;;;
fisica;43;6;472.69;cartago;;;;;;;;;;;
virtual;67;5;908.66;san jose;;;;;;;;;;;
fisica;53;6;1858.2;puntarenas;;;;;;;;;;;
virtual;62;4;518.02;san jose;;;;;;;;;;;
fisica;29;3;1145.1;san jose;;;;;;;;;;;
fisica;47;1;234.36;san jose;;;;;;;;;;;
fisica;54;4;229.83;cartago;;;;;;;;;;;
fisica;60;5;1114.6;puntarenas;;;;;;;;;;;
virtual;36;6;298.82;puntarenas;;;;;;;;;;;
fisica;27;7;2623.5;puntarenas;;;;;;;;;;;
virtual;52;6;770.76;limon;;;;;;;;;;;
fisica;60;4;2556.6;puntarenas;;;;;;;;;;;
fisica;41;2;230.58;cartago;;;;;;;;;;;
fisica;41;2;210.05;cartago;;;;;;;;;;;
virtual;61;4;806.17;san jose;;;;;;;;;;;
virtual;32;2;654.23;limon;;;;;;;;;;;
virtual;30;6;945.65;puntarenas;;;;;;;;;;;
fisica;74;2;205.07;cartago;;;;;;;;;;;
fisica;70;7;155.92;cartago;;;;;;;;;;;
virtual;53;7;446.59;puntarenas;;;;;;;;;;;
fisica;62;4;1874.5;limon;;;;;;;;;;;
virtual;24;2;426.2;puntarenas;;;;;;;;;;;
fisica;59;3;1707.2;puntarenas;;;;;;;;;;;
fisica;74;7;183.99;cartago;;;;;;;;;;;
fisica;70;6;204.19;cartago;;;;;;;;;;;
fisica;44;8;1377.1;san jose;;;;;;;;;;;
virtual;53;5;1405.2;puntarenas;;;;;;;;;;;
virtual;34;8;273.8;puntarenas;;;;;;;;;;;
virtual;41;3;657.35;san jose;;;;;;;;;;;
virtual;71;6;243.67;limon;;;;;;;;;;;
virtual;65;3;891.54;san jose;;;;;;;;;;;
virtual;27;6;1506;puntarenas;;;;;;;;;;;
fisica;61;3;2579.8;limon;;;;;;;;;;;
fisica;31;7;45.42;cartago;;;;;;;;;;;
virtual;41;4;1484.3;puntarenas;;;;;;;;;;;
fisica;48;3;1198.3;puntarenas;;;;;;;;;;;
fisica;43;3;365.86;cartago;;;;;;;;;;;
fisica;46;4;800.48;puntarenas;;;;;;;;;;;
fisica;74;4;234.23;cartago;;;;;;;;;;;
fisica;51;7;1069;puntarenas;;;;;;;;;;;
virtual;28;2;1689.2;puntarenas;;;;;;;;;;;
virtual;67;2;193.66;limon;;;;;;;;;;;
fisica;82;7;267.35;cartago;;;;;;;;;;;
virtual;56;4;61.7;san jose;;;;;;;;;;;
fisica;34;6;141.56;san jose;;;;;;;;;;;
virtual;43;3;488.29;san jose;;;;;;;;;;;
fisica;32;4;51.84;cartago;;;;;;;;;;;
fisica;44;5;2682.8;puntarenas;;;;;;;;;;;
fisica;63;3;194.05;cartago;;;;;;;;;;;
fisica;27;2;954.15;san jose;;;;;;;;;;;
virtual;38;6;1628.1;san jose;;;;;;;;;;;
virtual;24;8;1350.6;puntarenas;;;;;;;;;;;
virtual;51;2;470.19;puntarenas;;;;;;;;;;;
virtual;20;4;1798.1;san jose;;;;;;;;;;;
fisica;24;5;1088.9;puntarenas;;;;;;;;;;;
virtual;49;4;784.19;san jose;;;;;;;;;;;
virtual;37;4;1956.3;puntarenas;;;;;;;;;;;
fisica;47;6;1368.5;limon;;;;;;;;;;;
virtual;43;6;1149.9;puntarenas;;;;;;;;;;;
virtual;35;2;105.8;puntarenas;;;;;;;;;;;
virtual;33;8;1266.6;puntarenas;;;;;;;;;;;
fisica;45;6;2590.1;puntarenas;;;;;;;;;;;
virtual;26;7;434.23;puntarenas;;;;;;;;;;;
virtual;25;4;988.48;limon;;;;;;;;;;;
fisica;74;7;314.66;cartago;;;;;;;;;;;
virtual;37;3;124.71;limon;;;;;;;;;;;
virtual;44;2;521.62;puntarenas;;;;;;;;;;;
fisica;69;6;227.91;cartago;;;;;;;;;;;
virtual;42;6;193.89;san jose;;;;;;;;;;;
fisica;48;2;329.56;cartago;;;;;;;;;;;
fisica;36;8;2669.9;puntarenas;;;;;;;;;;;
fisica;41;6;1374.1;puntarenas;;;;;;;;;;;
fisica;24;5;1559;puntarenas;;;;;;;;;;;
fisica;68;8;498.37;cartago;;;;;;;;;;;
virtual;27;1;869.94;puntarenas;;;;;;;;;;;
fisica;72;2;485.87;cartago;;;;;;;;;;;
fisica;30;6;256.65;limon;;;;;;;;;;;
virtual;38;6;1383;puntarenas;;;;;;;;;;;
virtual;47;1;329.4;puntarenas;;;;;;;;;;;
fisica;43;7;1891.3;san jose;;;;;;;;;;;
virtual;38;4;407.47;san jose;;;;;;;;;;;
fisica;63;6;202.81;cartago;;;;;;;;;;;
virtual;42;6;285.44;san jose;;;;;;;;;;;
virtual;47;6;1349.8;puntarenas;;;;;;;;;;;
fisica;26;5;512.01;limon;;;;;;;;;;;
virtual;61;6;72.37;san jose;;;;;;;;;;;
virtual;54;2;695.59;limon;;;;;;;;;;;
virtual;67;7;140.65;san jose;;;;;;;;;;;
fisica;79;2;414.34;cartago;;;;;;;;;;;
fisica;43;6;2681.5;puntarenas;;;;;;;;;;;
fisica;80;4;12.98;cartago;;;;;;;;;;;
fisica;60;7;1068.8;puntarenas;;;;;;;;;;;
fisica;28;4;1245.9;san jose;;;;;;;;;;;
virtual;38;2;834.59;san jose;;;;;;;;;;;
virtual;45;7;107.55;puntarenas;;;;;;;;;;;
virtual;45;6;1021.4;puntarenas;;;;;;;;;;;
fisica;38;7;1977.6;puntarenas;;;;;;;;;;;
virtual;29;4;1039.6;puntarenas;;;;;;;;;;;
fisica;43;2;146.65;cartago;;;;;;;;;;;
fisica;19;2;2964.8;limon;;;;;;;;;;;
fisica;22;2;1432.3;puntarenas;;;;;;;;;;;
fisica;62;7;81.8;cartago;;;;;;;;;;;
virtual;54;7;196.8;limon;;;;;;;;;;;
fisica;57;7;355.67;cartago;;;;;;;;;;;
fisica;56;2;1264.4;puntarenas;;;;;;;;;;;
fisica;33;7;1153.7;puntarenas;;;;;;;;;;;
fisica;82;5;391.91;cartago;;;;;;;;;;;
fisica;46;4;294.95;puntarenas;;;;;;;;;;;
virtual;23;5;104.48;puntarenas;;;;;;;;;;;
fisica;36;5;172.48;puntarenas;;;;;;;;;;;
virtual;49;3;1436.1;puntarenas;;;;;;;;;;;
fisica;26;4;2104.1;limon;;;;;;;;;;;
fisica;50;4;639.86;limon;;;;;;;;;;;
fisica;45;4;1426.7;puntarenas;;;;;;;;;;;
fisica;36;4;526.38;puntarenas;;;;;;;;;;;
fisica;63;1;2656.9;puntarenas;;;;;;;;;;;
fisica;45;2;31.32;cartago;;;;;;;;;;;
virtual;43;5;1568.1;puntarenas;;;;;;;;;;;
virtual;38;2;134.58;san jose;;;;;;;;;;;
fisica;27;6;1551.3;san jose;;;;;;;;;;;
fisica;52;7;431.7;cartago;;;;;;;;;;;
fisica;64;2;269.68;cartago;;;;;;;;;;;
fisica;27;2;2535.4;puntarenas;;;;;;;;;;;
virtual;64;5;821.14;san jose;;;;;;;;;;;
virtual;24;2;811.76;san jose;;;;;;;;;;;
fisica;67;8;807.28;san jose;;;;;;;;;;;
virtual;34;5;235.98;san jose;;;;;;;;;;;
virtual;39;5;889.53;puntarenas;;;;;;;;;;;
virtual;70;5;949.17;limon;;;;;;;;;;;
fisica;24;3;1980.7;limon;;;;;;;;;;;
virtual;24;6;141.49;limon;;;;;;;;;;;
fisica;68;7;376.96;cartago;;;;;;;;;;;
fisica;29;5;1118.6;puntarenas;;;;;;;;;;;
fisica;51;7;2320.1;limon;;;;;;;;;;;
virtual;26;3;79.21;limon;;;;;;;;;;;
virtual;39;4;505.19;san jose;;;;;;;;;;;
fisica;50;5;254.62;puntarenas;;;;;;;;;;;
virtual;44;4;834.38;san jose;;;;;;;;;;;
fisica;35;2;442.55;limon;;;;;;;;;;;
fisica;43;4;850.74;puntarenas;;;;;;;;;;;
virtual;20;3;1376.3;puntarenas;;;;;;;;;;;
fisica;20;2;1755.4;limon;;;;;;;;;;;
virtual;32;4;1897;puntarenas;;;;;;;;;;;
virtual;47;5;836.41;limon;;;;;;;;;;;
virtual;39;5;1880.8;san jose;;;;;;;;;;;
virtual;44;7;269.32;puntarenas;;;;;;;;;;;
fisica;66;3;486.32;cartago;;;;;;;;;;;
virtual;50;7;932.85;san jose;;;;;;;;;;;
virtual;51;6;61.27;puntarenas;;;;;;;;;;;
virtual;53;6;1590;puntarenas;;;;;;;;;;;
virtual;33;2;442.05;san jose;;;;;;;;;;;
fisica;21;4;166.46;limon;;;;;;;;;;;
virtual;41;4;1544.1;san jose;;;;;;;;;;;
virtual;49;6;1381.6;san jose;;;;;;;;;;;
fisica;28;3;925.14;limon;;;;;;;;;;;
fisica;22;1;1830.2;san jose;;;;;;;;;;;
virtual;68;2;713.29;limon;;;;;;;;;;;
virtual;27;4;1136.8;san jose;;;;;;;;;;;
fisica;45;2;159.97;cartago;;;;;;;;;;;
